Recipe_ID,Recipe_Name,Yield_Units,Unit_Type,Total_Cost_per_Batch,Cost_per_Unit,Total_Calories_per_Batch,Calories_per_Unit,Target_Price_per_Unit,Suggested_Price_per_Unit,Gross_Margin_%
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A422,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E422/C422,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A422,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G422/C422,0)",,"=ROUND(F422*3,2)","=IFERROR((I422-F422)/I422,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A423,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E423/C423,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A423,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G423/C423,0)",,"=ROUND(F423*3,2)","=IFERROR((I423-F423)/I423,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A424,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E424/C424,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A424,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G424/C424,0)",,"=ROUND(F424*3,2)","=IFERROR((I424-F424)/I424,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A425,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E425/C425,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A425,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G425/C425,0)",,"=ROUND(F425*3,2)","=IFERROR((I425-F425)/I425,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A426,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E426/C426,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A426,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G426/C426,0)",,"=ROUND(F426*3,2)","=IFERROR((I426-F426)/I426,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A427,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E427/C427,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A427,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G427/C427,0)",,"=ROUND(F427*3,2)","=IFERROR((I427-F427)/I427,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A428,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E428/C428,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A428,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G428/C428,0)",,"=ROUND(F428*3,2)","=IFERROR((I428-F428)/I428,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A429,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E429/C429,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A429,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G429/C429,0)",,"=ROUND(F429*3,2)","=IFERROR((I429-F429)/I429,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A430,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E430/C430,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A430,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G430/C430,0)",,"=ROUND(F430*3,2)","=IFERROR((I430-F430)/I430,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A431,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E431/C431,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A431,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G431/C431,0)",,"=ROUND(F431*3,2)","=IFERROR((I431-F431)/I431,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A432,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E432/C432,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A432,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G432/C432,0)",,"=ROUND(F432*3,2)","=IFERROR((I432-F432)/I432,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A433,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E433/C433,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A433,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G433/C433,0)",,"=ROUND(F433*3,2)","=IFERROR((I433-F433)/I433,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A434,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E434/C434,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A434,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G434/C434,0)",,"=ROUND(F434*3,2)","=IFERROR((I434-F434)/I434,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A435,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E435/C435,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A435,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G435/C435,0)",,"=ROUND(F435*3,2)","=IFERROR((I435-F435)/I435,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A436,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E436/C436,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A436,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G436/C436,0)",,"=ROUND(F436*3,2)","=IFERROR((I436-F436)/I436,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A437,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E437/C437,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A437,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G437/C437,0)",,"=ROUND(F437*3,2)","=IFERROR((I437-F437)/I437,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A438,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E438/C438,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A438,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G438/C438,0)",,"=ROUND(F438*3,2)","=IFERROR((I438-F438)/I438,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A439,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E439/C439,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A439,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G439/C439,0)",,"=ROUND(F439*3,2)","=IFERROR((I439-F439)/I439,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A440,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E440/C440,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A440,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G440/C440,0)",,"=ROUND(F440*3,2)","=IFERROR((I440-F440)/I440,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A441,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E441/C441,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A441,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G441/C441,0)",,"=ROUND(F441*3,2)","=IFERROR((I441-F441)/I441,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A442,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E442/C442,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A442,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G442/C442,0)",,"=ROUND(F442*3,2)","=IFERROR((I442-F442)/I442,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A443,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E443/C443,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A443,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G443/C443,0)",,"=ROUND(F443*3,2)","=IFERROR((I443-F443)/I443,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A444,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E444/C444,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A444,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G444/C444,0)",,"=ROUND(F444*3,2)","=IFERROR((I444-F444)/I444,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A445,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E445/C445,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A445,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G445/C445,0)",,"=ROUND(F445*3,2)","=IFERROR((I445-F445)/I445,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A446,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E446/C446,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A446,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G446/C446,0)",,"=ROUND(F446*3,2)","=IFERROR((I446-F446)/I446,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A447,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E447/C447,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A447,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G447/C447,0)",,"=ROUND(F447*3,2)","=IFERROR((I447-F447)/I447,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A448,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E448/C448,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A448,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G448/C448,0)",,"=ROUND(F448*3,2)","=IFERROR((I448-F448)/I448,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A449,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E449/C449,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A449,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G449/C449,0)",,"=ROUND(F449*3,2)","=IFERROR((I449-F449)/I449,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A450,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E450/C450,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A450,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G450/C450,0)",,"=ROUND(F450*3,2)","=IFERROR((I450-F450)/I450,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A451,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E451/C451,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A451,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G451/C451,0)",,"=ROUND(F451*3,2)","=IFERROR((I451-F451)/I451,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A452,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E452/C452,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A452,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G452/C452,0)",,"=ROUND(F452*3,2)","=IFERROR((I452-F452)/I452,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A453,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E453/C453,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A453,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G453/C453,0)",,"=ROUND(F453*3,2)","=IFERROR((I453-F453)/I453,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A454,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E454/C454,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A454,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G454/C454,0)",,"=ROUND(F454*3,2)","=IFERROR((I454-F454)/I454,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A455,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E455/C455,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A455,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G455/C455,0)",,"=ROUND(F455*3,2)","=IFERROR((I455-F455)/I455,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A456,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E456/C456,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A456,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G456/C456,0)",,"=ROUND(F456*3,2)","=IFERROR((I456-F456)/I456,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A457,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E457/C457,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A457,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G457/C457,0)",,"=ROUND(F457*3,2)","=IFERROR((I457-F457)/I457,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A458,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E458/C458,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A458,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G458/C458,0)",,"=ROUND(F458*3,2)","=IFERROR((I458-F458)/I458,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A459,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E459/C459,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A459,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G459/C459,0)",,"=ROUND(F459*3,2)","=IFERROR((I459-F459)/I459,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A460,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E460/C460,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A460,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G460/C460,0)",,"=ROUND(F460*3,2)","=IFERROR((I460-F460)/I460,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A461,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E461/C461,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A461,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G461/C461,0)",,"=ROUND(F461*3,2)","=IFERROR((I461-F461)/I461,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A462,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E462/C462,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A462,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G462/C462,0)",,"=ROUND(F462*3,2)","=IFERROR((I462-F462)/I462,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A463,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E463/C463,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A463,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G463/C463,0)",,"=ROUND(F463*3,2)","=IFERROR((I463-F463)/I463,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A464,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E464/C464,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A464,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G464/C464,0)",,"=ROUND(F464*3,2)","=IFERROR((I464-F464)/I464,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A465,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E465/C465,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A465,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G465/C465,0)",,"=ROUND(F465*3,2)","=IFERROR((I465-F465)/I465,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A466,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E466/C466,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A466,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G466/C466,0)",,"=ROUND(F466*3,2)","=IFERROR((I466-F466)/I466,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A467,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E467/C467,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A467,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G467/C467,0)",,"=ROUND(F467*3,2)","=IFERROR((I467-F467)/I467,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A468,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E468/C468,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A468,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G468/C468,0)",,"=ROUND(F468*3,2)","=IFERROR((I468-F468)/I468,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A469,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E469/C469,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A469,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G469/C469,0)",,"=ROUND(F469*3,2)","=IFERROR((I469-F469)/I469,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A470,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E470/C470,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A470,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G470/C470,0)",,"=ROUND(F470*3,2)","=IFERROR((I470-F470)/I470,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A471,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E471/C471,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A471,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G471/C471,0)",,"=ROUND(F471*3,2)","=IFERROR((I471-F471)/I471,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A472,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E472/C472,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A472,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G472/C472,0)",,"=ROUND(F472*3,2)","=IFERROR((I472-F472)/I472,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A473,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E473/C473,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A473,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G473/C473,0)",,"=ROUND(F473*3,2)","=IFERROR((I473-F473)/I473,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A474,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E474/C474,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A474,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G474/C474,0)",,"=ROUND(F474*3,2)","=IFERROR((I474-F474)/I474,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A475,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E475/C475,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A475,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G475/C475,0)",,"=ROUND(F475*3,2)","=IFERROR((I475-F475)/I475,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A476,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E476/C476,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A476,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G476/C476,0)",,"=ROUND(F476*3,2)","=IFERROR((I476-F476)/I476,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A477,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E477/C477,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A477,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G477/C477,0)",,"=ROUND(F477*3,2)","=IFERROR((I477-F477)/I477,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A478,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E478/C478,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A478,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G478/C478,0)",,"=ROUND(F478*3,2)","=IFERROR((I478-F478)/I478,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A479,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E479/C479,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A479,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G479/C479,0)",,"=ROUND(F479*3,2)","=IFERROR((I479-F479)/I479,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A480,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E480/C480,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A480,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G480/C480,0)",,"=ROUND(F480*3,2)","=IFERROR((I480-F480)/I480,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A481,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E481/C481,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A481,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G481/C481,0)",,"=ROUND(F481*3,2)","=IFERROR((I481-F481)/I481,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A482,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E482/C482,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A482,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G482/C482,0)",,"=ROUND(F482*3,2)","=IFERROR((I482-F482)/I482,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A483,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E483/C483,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A483,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G483/C483,0)",,"=ROUND(F483*3,2)","=IFERROR((I483-F483)/I483,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A484,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E484/C484,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A484,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G484/C484,0)",,"=ROUND(F484*3,2)","=IFERROR((I484-F484)/I484,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A485,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E485/C485,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A485,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G485/C485,0)",,"=ROUND(F485*3,2)","=IFERROR((I485-F485)/I485,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A486,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E486/C486,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A486,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G486/C486,0)",,"=ROUND(F486*3,2)","=IFERROR((I486-F486)/I486,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A487,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E487/C487,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A487,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G487/C487,0)",,"=ROUND(F487*3,2)","=IFERROR((I487-F487)/I487,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A488,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E488/C488,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A488,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G488/C488,0)",,"=ROUND(F488*3,2)","=IFERROR((I488-F488)/I488,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A489,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E489/C489,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A489,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G489/C489,0)",,"=ROUND(F489*3,2)","=IFERROR((I489-F489)/I489,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A490,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E490/C490,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A490,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G490/C490,0)",,"=ROUND(F490*3,2)","=IFERROR((I490-F490)/I490,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A491,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E491/C491,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A491,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G491/C491,0)",,"=ROUND(F491*3,2)","=IFERROR((I491-F491)/I491,0)"
